chembl_id,smiles,name,molecular_weight,is_approved,targets
333,Nc1c(NCC(O)C(O)C(O)COP(=O)(O)O)[nH]c(=O)[nH]c1=O,,356.073314754,False,[]
334,CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C,,400.334130648,False,[]
341,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,,322.0324819,False,[]
343,O=P1(O)OC2C(O)C(O)C(O)C(O)C2O1,,242.01915394200003,False,[]
344,O=C1CC(O)C(O)C(O)C1=O,,160.037173356,False,[]
345,CC(C(=O)O)=C(CC(=O)O)C(=O)O,,188.032087976,False,[]
346,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,,272.08960285200004,False,[]
347,OCc1cccc(OC2OC(CO)C(O)C(O)C2O)c1,,286.105252916,False,[]
348,O=P(O)(O)OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,,352.05593337399995,False,[]
349,O=C1C(O)C(O)OC(CO)C1O,,178.04773804,False,[]
350,CC(OP(=O)(O)O)C(NC(=O)CCCCCCS)C(=O)O,,343.085459674,False,[]
351,CC(OP(=O)(O)O)C(NC(=O)CCCCCCSSCCS(=O)(=O)O)C(=O)O,,483.04564566199997,False,[]
352,CC(OC(=O)C(N)CCC(=O)O)C(OC(=O)C(N)CCC(=O)O)C1=CNc2nc(N)nc(OC(=O)C(N)CCC(=O)O)c2N1,,626.2296185280002,False,[]
353,CC(OC(=O)C(N)CCC(=O)O)C(OC(=O)C(N)CCC(=O)O)C1=CNc2nc(N)nc(OC(=O)C(N)CCC(=O)O)c2N1C,,640.2452685920001,False,[]
354,O=C(O)CCC=CC(=O)C(=O)O,,172.037173356,False,[]
355,O=C(O)C(=O)c1ccc(O)cc1,,166.02660867199998,False,[]
357,ClC1=CC(Cl)C(Cl)=CC1Cl,,215.906710848,False,[]
360,CCC(C)=CCCCC(C)CCOP(=O)(O)OC1OC(CO)C(O)C(O)C1O,,426.2018693299999,False,[]
362,OC1C=Cc2ccccc2C1O,,162.06807956,False,[]
366,CC(=O)Oc1ccc2c(C)cc(=O)oc2c1,,218.0579088,False,[]
368,NCCCCNCCCCN,,159.17354767199998,False,[]
370,O=C(O)c1cc(O)c(O)c(O)c1,,170.021523292,False,[]
372,O=C(O)c1cc(C(=O)O)oc(=O)c1,,184.00078784800002,False,[]
374,O=C(O)CC(=CC(=O)C(=O)O)C(=O)O,,202.01135253200002,False,[]
375,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,,766.6991675,False,[]
377,CCC(C)=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(O)C1NC(C)=O,,547.1947489479998,False,[]
378,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,,218.99327354200003,False,[]
384,CCCC(NC(C)C(=O)O)C(=O)O,,189.10010796,False,[]
385,O=C(O)CCCCCC(=O)O,,160.073558864,False,[]
390,O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,,580.034285124,False,[]
391,CCC(C)=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O,,344.1153764319999,False,[]
393,O=C(O)C(O)C(=O)C(O)C(O)COP(=O)(O)O,,274.008983182,False,[]
397,NC(=O)Cc1c[nH]c2ccccc12,,174.07931294,False,[]
399,O=C(O)C=CC(=CC(=O)O)C(=O)O,,186.01643791200001,False,[]
404,NC(CCCCNO)C(=O)O,,162.100442308,False,[]
405,CC(C)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C,,402.349780712,False,[]
408,CN1C(=O)CCC1c1cccnc1,,176.094963004,False,[]
409,C[N+]1([O-])CCCC1c1cccnc1,,178.110613068,False,[]
410,CN1CCCC1c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1,,339.15506287608997,False,[]
411,CN1C(=O)CCC1c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1,,353.13432743208995,False,[]
413,O=C1CCC(c2cccnc2)N1,,162.07931294,False,[]
414,CN1C(=O)C(O)CC1c1cccnc1,,192.089877624,False,[]
415,CN1C(=O)CCC1(O)c1cccnc1,,192.089877624,False,[]
416,CN1C(=O)C(OC2OC(C(=O)O)C(O)C(O)C2O)CC1c1cccnc1,,368.1219656,False,[]
417,O=C(O)C=CC(Cl)=CC(=O)O,,175.98763632,False,[]
419,O=C(O)C=CC(=O)CC(=O)O,,158.021523292,False,[]
420,CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C,,386.354866092,False,[]
421,O=C(O)CCCCC(S)CCS,,208.059171752,False,[]
422,O=C(O)C(O)C(O)C(O)C(O)COP(=O)(O)O,,276.024633246,False,[]
425,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,,256.073558864,False,[]
426,NC(N)=NCCCC(NC(CCC(=O)O)C(=O)O)C(=O)O,,304.13828435999994,False,[]
427,CC(NC(CCCN=C(N)N)C(=O)O)C(=O)O,,246.132805056,False,[]
429,Cc1cc2c(cc1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1N2,,378.153934424,False,[]
430,CN1CCCC1c1ccc[n+](C)c1,,177.13862496408998,False,[]
431,C[N+]1=CCCC1c1cccnc1,,161.10732483609,False,[]
432,CN1CCCC1(O)c1cccnc1,,178.110613068,False,[]
433,O=C1CCC(c2cccnc2)N1CO,,192.089877624,False,[]
434,CNCCCC(=O)c1cccnc1,,178.110613068,False,[]
435,NC(=O)CCC(=O)c1cccnc1,,178.07422756,False,[]
436,CNC(=O)CCC(=O)c1cccnc1,,192.089877624,False,[]
437,O=C(O)CCC(=O)c1cccnc1,,179.058243148,False,[]
438,O=C(O)CCC(O)c1cccnc1,,181.073893212,False,[]
439,O=C(O)CC=Cc1cccnc1,,163.063328528,False,[]
440,CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,384.339216028,False,[]
442,O=C(O)C(=O)C(O)C(O)C(O)COP(=O)(O)O,,274.008983182,False,[]
443,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,,288.208930136,False,[]
444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,239.107691876,False,[]
445,CC(NC(C)(C)C)C(O)c1cccc(Cl)c1,,241.12334194,False,[]
446,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1,,255.102606496,False,[]
447,O=C(O)c1cccc(Cl)c1,,155.99780708,False,[]
448,O=C(O)CNC(=O)c1cccc(Cl)c1,,213.019270796,False,[]
450,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,,272.177630008,False,[]
452,O=C1C(O)C(O)C(O)C(O)C1O,,178.04773804,False,[]
453,OCC(O)C(O)C(O)C(O)CO,,182.079038168,False,[]
455,CC(O)C(=O)C1=NC2C(=O)NC(N)=NC2NC1,,239.101839276,False,[]
458,C[S+](C)CCC(N)C(=O)O,,164.07397610809,False,[]
461,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,,399.33485892,False,[]
462,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,,400.34213537208996,False,[]
463,NC(N)=NCCCC(NC(=O)CCC(=O)O)C(=O)O,,274.127719676,False,[]
464,O=C(O)CNC(=O)c1ccccc1,,179.058243148,False,[]
465,CSCC1OC(OP(=O)(O)O)C(O)C1O,,260.011960386,False,[]
466,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,,260.02971862600003,False,[]
467,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C,,722.4440277759999,False,[]
468,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)C,,586.3188272639999,False,[]
469,NC(CCCC(=O)O)C(=O)O,,161.068807832,False,[]
471,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,,304.058302724,False,[]
472,Nc1ccccc1C(=O)CC(=O)C(=O)O,,207.053157768,False,[]
474,CN(C)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,390.105283578,False,[]
475,CC1OC(OP(=O)(O)O)C(O)C(O)C1O,,244.034804006,False,[]
476,CC(O)(CCOP(=O)(O)O)CC(=O)O,,228.039889386,False,[]
477,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(O)C1OP(=O)(O)O,,499.9287101919998,False,[]
478,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,,499.9287101919998,False,[]
479,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS,,278.130028184,False,[]
481,O=C(COP(=O)(O)O)C(O)C(O)C(O)CO,,260.02971862600003,False,[]
482,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,,579.895040714,False,[]
483,O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,,339.99604914799994,False,[]
485,C[N+](C)(C)CCOS(=O)(=O)[O-],,183.056528896,False,[]
